Filename,Whisper,WER_Whisper,Wav2Vec,WER_Wav2Vec,Noise_Whisper,WER_Noise_Whisper,Noise_Wav2Vec,WER_Noise_Wav2Vec
bafang1.wav, ayah dedat bulan-ulanya. she can scarf denim diannyaagogue Kiss and we will her wohin слово,0.913043478,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX PON OF FRESH SNOW PIECE FIVE TINK SLAT OF BLUE CHEESE AND MAYBE A SNACK FROM HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAP AND A BIG TOY FROCK FOR THE KITS SHE CAN SCOPE THIS THING INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNEESDAY AT THE TRAIN STATION,0.173913043," Please, call Stella as her to bring these things with her from the store. 6.0% of the stove, snow, peas, 5-dink slug of veggies and maybe it's not from her brother Pop, we also need a small plastic snap and a big toy frog for the kids shake and scope to take these things into clean red bag and we will go meet her Wednesday at the train station.",0.333333333,PLEASE OTILO A ITISTINI OE IOO IOTI FI TINL OFTI AND MABEA OOO OWI ALOIIO OSTIA ILI I O O FO II SHAKENO ISTINITIAA WI WOWW E WIST EAST,0.956521739
baga1.wav," Hatra celestiala raoud توقف на this stew isna в шумار um a bieg toi, a fieg, for the kids. She can't spook these things into three red bags and we will go meet her Wednesday at the train station.",0.666666667,PLEASE CALL STIF STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE TIK SLABS OF BLUE CHEESE AND MAYBE A SNUG FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAK AND A BIG TI FROG FOR THE KIDS SHE CAN SPOOK THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.086956522," Pelleas, galla, peat, peat, Akser, to bring these things if you are from the store. Six spoons of fresh, smooth, Peas, five-tick slabs of British and maybe a snack for a brother-buck. We also need a small plastic snake and a big toy from for the kids. She can scoop these things into three red bags and we will go with her Wednesday at the train station.",0.260869565,PLEASE CAL TITILEEIEE SIXEEELIEEMILETEEEEEEITEEEEEEEEETATO,0.985507246
bai1.wav," Please, cause by asking to bring these things with the throne of the store, six golds of fresh snow peas, five thick necks of blue cheese, and maybe a snack for the blood of the store. We also need a small, elastic snake and a big toy for a frog on the case. She can cook these things into three red bags, and we will go make her Wednesday at the train station.",0.304347826,PLEASE CORS IL ASK HER TO BRING THESE THINGS WITH E FROM THE TOR SIX FOS OF I NOW PE FIVE TICK NAP SOFT BLUE CHES AND MAYBE A NAK FOR HER BROTHE FOR WE ALSO MEETE MALL LAS TEK MAKE AND A BIG TOY  BROG ON THE CATE SHE CAN COOP THESE THINGS INTO THREE RED BAGS ANDE WE WOR GO MATE HER WINL STAY AT THE TRING STATIEN,0.449275362," Pahana, No elbow and elbow ...rarely, fairly, comparing to one another. ...in this difficult piece of Prod cope truly. Ibuta Gable Gable Gable Cleasting Gность Gain Garten",0.985507246,,1
bambara1.wav," Please call Stella. Ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 tic slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will commit her Wednesday at the train station.",0.072463768,PLEASE CALL STELA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNUG FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RAG BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.043478261," Please call Stella, ask her to bring these things with her from the storm. 6 spoons of fresh snow peas, 5 tigs, slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.057971014,PLEASE CALL TIL SK HER TO BRIN TI  TNGEOR FO STOF SIX BONS OF FRET SNOT FIVE TI SLOBS OF CHES AND MAY BEE  SNUG FOR HER FROTHER BO WE ALSO MET A SMORPLASTI SLAG AND A BI TOY FROG FOR THE KIGS SHE CAN THES TINGS INTO TRERE BO AND WE WE GO MET HER WEN TI AT THE TRI TTION,0.594202899
bamun1.wav," Please call Stella, ask her to bring these things with her from the store. 6 p.m. of fresh no peas, 5-6 slabs of blusher and maybe a snacks for her brother bob. We also need a small plastic neck and a big toy for the kids. She can scope these things into 3 red bags and we will go meet her when they are at the train station.",0.217391304,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVET SLAPS OF BLUECHES AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO KNIET A SMALL PLASTIC NECK AND A BIG TOY FROCK FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WHEN THEYR AT THE TRAIN STATION,0.144927536," Please call Stella, ask her to bring these things with her from store. Six months of fresh no peas, five takes, slabs of blue she's and maybe snacks for her brother but we also need a small plastic neck and a big toy for the kids. We can scope these things into three red packs and we will go meet well when is the happened translation.",0.275362319,PLEASE CAL TELA ASTEINTISTIN IFION O SNS OF TRASNAE FIVET  S O SE AND MAYBE IS NAGSFOR IORABO WI ALSONEIS MORPASTINI ANIIOI F OII SHIKEN CO TESTIN I TRERI LA AND WE O MI O WHEN ITIENSTATION,0.913043478
bari1.wav," Please call Stella. Ask her to bring these things with her from the store. She expones a fresh, snore piece, five thick slabs of blue cheese and maybe a snack of her brother's brother's job. But we also ate a small plastic snake and a big toy frog for her for the kids. She can scoop these things into three red bags and we will go meet her when they see at the train station.",0.246376812,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONFS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNACK OF HER BROTHER'S BROTHER JAW BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROCK FOR FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WHEN YOU SAY AT THE TRANSSATION,0.15942029," Please call Stella, ask her to bring these things to her first. She exposes fresh, slow peace, plastic slabs of blue teeth, and maybe a stack of four-plus, blue and white. We'll say this more plastic length and pink, 12-4-4-4-4-4-5-6. She can scoop these things into three red lines, and we will go and meet her once in a drop set.",0.536231884,PLEASE GOD STAASOIISE FO A MASHE CAN SC,0.956521739
basque1.wav," Please call Estella. Ask her to bring these things with her from to the store. Six months of fresh snow, peace. Five stick. No. The estimate of five things is lots of the blue cheese and maybe a snack for her brother Bob. We also need a small plastic, a snake and a big toy from for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.231884058,PLEASE CALL ESTALIA ASK HER TO BRING THESE THINGS WITH HER FROM TO THE STORE SIX POUNDS OF FRESH SNOW PICE EH FIVE STICK NOW M FI THINK SLAVS OF THE BLUE CHESE AND MAYBE A SNACK FOR HER BROTHER BOB WE ALSO NEEDA SMALL PLASTIC SNAKE AND A BIG TOY FROM FOR THE KITS SE CAN COP THESE THINGS INTO THREE RED BACKS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.289855072," Please call Estella, ask her to be these things with her from to the stone. Sixth is the first stone piece. Five is the key now. Five is the key. It's love of the blue cheese. And maybe it is not for her brother. We also need a small plastic snake and a big toy for the kids. She can just cook these things with her. We need three red bags. We will go meet her Wednesday and the train station.",0.507246377,ES ALI THIN ASIR I HES T THISI H O SIXS MOS AIS I FIS THO FI THINSO TSS A TIB TA O IWE OS  I A TSTI THI N BI   HINIHI NTHES THINININ IOLT TIN IT RINTI,0.971014493
bavarian1.wav," These cost seller as could bring these things with her from a store. Six spoons of fresh snow peas, five big slabs, blue cheese, and maybe a snack for a brother-bought. We also need a small plastic snake and a big toy frog for kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.188405797,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE IT MAY BE A SNAK FOR HER BROTHER BA WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROGH FOR TE KISS SHE CAN SPRIT THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.130434783," Please close your eyes, her three big staves will work. Skip six spoons of fresh snow, please. Five big slabs of blue cheese and navy snow are available. The most beautiful, most big snake in any way to unlock the pizzeria. She hints to a big staves in three red bags that will meet her Wednesday in the train station.",0.637681159,HES CLOSE EIE O SIX SPOONS OF FRESH SIEIDEIDI SEETOT WISTO E  IIIONOII SH CNI EIE E BAD EIEI  TRATATION,0.942028986
belarusan1.wav," Брав dizzyлен Елена мигав, а她 приanda собейат ет шкош на втледоже с с д Драд roupа, но разбавал им мен чé да inserting всър или с бgedhell",1,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOW PEAS FIVE THICK SLEBS OF BLUE CHEESE AND MAYBE A SNAKE FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.028985507," Molstel secretly орат къпнето, nous с combo т improved. 4jinн, taken т Never Voice, 5 platinum snake on предьrian С Jordan Bokedка иъпа на SANHAoto. Посд USDA да сее поate т със сег! Letter Jean LAVBdanau, по т deferената им passed,裝geh intake are tense day",0.985507246,ES CO THEMASEE TTIEE TE SIXSFRISSESV TIETICES AN MAYMALIEEWEALSO E TE MA ASII A TE ITEI SHECIETESTINIANA AN MABEEETESLE E EATE SOU,0.985507246
bengali1.wav," Pliisgol stiller, aksaar to bring these things with her from the store, six spoons of fresh snob pitch, five thick splep of blue cheese and maybe a snake for her brother bob. We also need a small plastic snake and a big toy for the kids. She can spoke these things into their red bags and we will go meet her one-day at the rain station.",0.202898551,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STOLE SIX SPOONS OF FRESH SNOW PITCH FIVE THICK SPLIPS OF BLUE CHEESE AND MAYBE A SNAKE FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SPOKE THESE THINGS INTO THEIR RED BAGS AND WE WILL GO MEET HER ONE DAY AT T HE RAIN STATION,0.15942029," Please call Stella, answer to bring these things with her from the store. Six spoons of fresh snow pitch. Five thick splat of blue cheese and maybe a snake for her brother Bob. We also need a small plastic snake and a big toy for the kids. She can't smoke these things into their red bags and we will go meet her one-day at the rain station.",0.15942029,PLEASE GO STILL A HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX SPOONS OF FRESH SNOK FISH FIVE TEE PLE OF WU TEES AND MAY BE A STAK FOR HOR BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAK AD A BIG T FRO FOR THE KITS SHE CAN POK THESE TINGS ITO THERRIT PAKS AND WI WILL GO MIT HER ON TE ADRA STATION,0.434782609
bosnian1.wav," Please call Stella. Ask her to bring these things with her from the store. Six spoons of fresh snow, paste, five thick slabs of blue cheese and maybe a snake for her brother Bob. We also need a smile plastic snake and a big toy frog for the kids. She can scope these things in the tree, red box and we will go meet her Wednesday at the train station.",0.115942029,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX PONS OF FRESH SNOW PICE FIVE THICK SLAPS OF BLUE CHEESE AND MAYBE A SNEAK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCOP THE STINKS IN THE TREE RED BOX AND WE WILL GO MEET HER WIDNESDAY AT THE TRAIN STATION,0.173913043," Please tell Stella, ask her to bring the things we'd have from the store. Six spoons of fresh snow, paste, five thick slabs of blue cheese and maybe a sneak for her brother-bub. We also need a smile plastic snake and a big toy for the kids. She can scope the things in the tree, read bags, and we will go meet. Herring's day at the train station.",0.289855072,PLEASE CO TA SAT TIIEOI TOSIXOIOI ITILS RE IEIS I EN RATE MOWE AO SI IIA A II OOOIISATO S TITRERIBAOERST A TERAN STATION,0.942028986
bulgarian1.wav," Please call Stella, ask her to bring these things with her from the store. 6 spoons of fresh snow peas, 5 thick slabs of blue cheese and maybe a snack for her brother Bob. We also need a small plastic snake and a big toy frog for the kids. She can scoop these things into 3 red bags and we will go meet her Wednesday at the train station.",0.043478261,PLEASE CALL STELLA ASK HER TO BRING THESE THINGS WITH HER FROM THE STORE SIX PONS OF FRESH SNOW PEAS FIVE THICK SLABS OF BLUE CHEESE AND MAYBE A SNUCK FOR HER BROTHER BOB WE ALSO NEED A SMALL PLASTIC SNAKE AND A BIG TOY FROG FOR THE KIDS SHE CAN SCROOP THESE THINGS INTO THREE RED BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.043478261," Please go Stella, as her to bring these things with her from the store. Six spoons of fresh snow peas, five thick slabs of blue cheese, and maybe a snack for her brother Bob. We also need a small plastic stick and a big tie frog for the kids. She can scoop these things into three red bags and we will go meet her Wednesday at the train station.",0.057971014,ES GO TELA S HO  BINT TI O RFN TOR SK PO  FRES NOBI FIVE  TOK BI SI IBE TO HER BROTHER BOB WE ALSO E T  BOS TITI EN A BI TOV FROGFOR TE SHGENFO T TIN TERED BAGS A WE WI GO BE ER WESTAY IT TE TRI STATION,0.84057971
burmese1.wav," Please call Stella, act hard to bring these things with her from the stone. Six points of fresh snow peas, five thick slabs of blue cheese in, maybe a snack for her brother, but we also need a small plus this snake and a big thyme for the kids. She can scoop these things into three red bags and we will go meet her one day at the train station.",0.173913043,PLEASE CAUL STELLA ACTS HER TO BRING THESE THINGS WITH HER FROM THE STOVE SIX PONS OF FRES SNOW PEAS FIVE THICK SLEPS OF LUCYS AN MAYBE A SNECK FOR HER BROTHER POL WE ALSO NEED A SMALL PLUSTY SNAKE AND A PIG TYNE FROT FOR THE CASE SHE CAN SCOOP THESE THINGS INTO THREE RAR BAGS AND WE WILL GO MEET HER WEDNESDAY AT THE TRAIN STATION,0.246376812," Please host them, access to bring these things which are in front of the store. Six months of fresh snow peas, five thick slabs of blue cheese then maybe a slag form our brother, boy. We also need a small plus this slag and a big time fraught for the peas. She can scoop these things into three red bags and cool home with her Wednesday at the train station.",0.362318841,THESE COTELE OEOO THEO SIX MONT ORES E  ELE OEELAEABEOOOTHERO WE A O LE EO STESLA A AIIO O SHECANES  E TR REE LENEEO T AT THETRAATION,0.913043478
